timestep	potential_energy	translational_kinetic_energy	rotational_kinetic_energy
484900	-52501.51199	406.3034043	327.4152077
485000	-52497.42198	388.4478201	359.824118
485100	-52074.96889	362.2977867	375.2678671
485200	-52269.11226	345.0448206	377.3763962
485300	-52210.1396	381.8073651	356.6819003
485400	-52287.89792	383.7886441	349.9033631
485500	-52062.54032	383.2808811	362.5873836
485600	-52192.0137	376.212872	364.9915628
485700	-52334.89132	374.7692069	364.5668042
485800	-52426.25574	364.8459591	360.3440433
485900	-52549.42899	382.5859105	388.1896637
486000	-52260.91902	374.5245743	362.4682846
486100	-52146.34829	367.2072655	358.1152956
486200	-52194.03851	367.7803567	354.8630955
486300	-52033.50591	338.828061	366.6666632
486400	-52145.32978	399.4306022	356.5006767
486500	-51990.3335	420.518142	358.8418345
486600	-52100.8882	394.0350586	386.5795566
486700	-52035.72298	386.4070694	342.7538585
486800	-52107.25176	401.3653336	367.5220801
486900	-52193.0729	406.3069338	363.5757976
487000	-52188.23738	407.2716408	373.6006866
487100	-52034.58487	362.7324769	376.8989148
487200	-51857.68634	389.9087878	356.1417568
487300	-51820.22395	335.9061798	378.8962222
487400	-52001.55508	348.2778844	372.2879276
487500	-52041.86324	369.6182383	366.2762499
487600	-52247.51525	374.9339559	370.2315257
487700	-52266.34726	365.1618597	363.9502421
487800	-52220.1494	359.2570162	362.5624271
487900	-51847.62742	374.6178279	369.3589047
488000	-51933.73731	360.9948652	367.9238929
488100	-52203.7333	379.2725034	375.7163884
488200	-51962.22575	369.0102239	403.3850391
488300	-52224.71058	383.0234208	384.1980598
488400	-52147.20112	371.7108844	409.2994327
488500	-51955.82248	352.0981919	357.3898621
488600	-52141.47423	349.7028745	380.0752093
488700	-52043.37951	359.5917995	328.4416731
488800	-52014.05587	349.9609538	349.9352744
488900	-52304.23476	383.4658081	353.4451683
489000	-52060.70753	399.0203323	331.9799787
489100	-52159.52688	359.9045926	347.1236071
489200	-52337.08643	384.1907619	346.1866402
489300	-52128.09735	377.3316067	351.2736999
489400	-52123.42235	367.6149214	397.5379086
489500	-52214.68363	356.4553072	373.5106275
489600	-52142.35124	351.6451962	389.0022453
489700	-52226.27964	340.214019	383.2654198
489800	-52337.43094	380.4998014	351.1144704
489900	-52107.5959	346.905419	340.6345531
490000	-52377.91784	347.8055115	383.4390299
490100	-52053.99526	356.3728023	356.6226458
490200	-51814.69631	357.8589188	325.0050916
490300	-52141.84466	337.6268999	344.5971335
490400	-52334.98614	379.212706	368.3337466
490500	-52266.3914	358.6963016	378.9136294
490600	-52120.52072	378.2965682	357.5610737
490700	-51997.53228	374.9652152	377.1110868
490800	-52072.43267	399.3604754	376.7667152
490900	-52070.89632	387.5950827	360.2600509
491000	-52024.90297	377.8254571	332.5124439
491100	-52271.9543	382.8875848	343.0914716
491200	-51872.14393	373.0753005	342.6773573
491300	-52418.35456	379.5997574	347.9941352
491400	-52262.25971	359.1103823	350.3622427
491500	-52130.57541	372.6402249	344.1548409
491600	-52142.72629	373.2809976	348.3457777
491700	-52381.67212	399.3290428	353.8683898
491800	-52194.55837	367.4334233	364.9612195
491900	-51940.86675	368.2834688	369.9634657
492000	-51978.78389	316.2214197	335.0230892
492100	-52182.21373	331.7345128	365.8206138
492200	-51897.40808	363.4719428	331.9874596
492300	-52023.03682	342.0980519	382.6130749
492400	-51844.88046	351.7312007	371.4252989
492500	-52129.12677	335.7559716	361.2997214
492600	-51985.1214	375.2835209	355.4639859
492700	-51925.13807	371.8722473	376.4355584
492800	-52213.07551	338.3342024	378.3641263
492900	-52249.33556	362.3908131	337.540355
493000	-52100.52584	356.1751792	339.5720432
493100	-52130.94753	361.3150681	342.0979253
493200	-52126.78004	362.4025008	350.7657417
493300	-52096.00655	356.3445624	359.3816142
493400	-52178.68327	345.7229005	359.1298044
493500	-51998.43572	369.4442647	347.4015824
493600	-52049.80754	367.1894451	366.6143013
493700	-52333.56612	358.8053412	382.4418557
493800	-51968.87501	363.3710747	367.8023274
493900	-51920.67759	363.6859732	385.5411426
494000	-51863.84003	370.4646881	355.5650517
494100	-51929.31169	394.3147227	352.8642781
494200	-52276.49411	364.773782	369.2361836
494300	-52012.59415	358.5034513	374.2804052
494400	-52029.5057	357.3364083	349.7562285
494500	-52235.30761	390.2281293	368.8084583
494600	-51774.20239	342.4605242	357.7788841
494700	-52149.81563	376.7350415	343.1564513
494800	-52373.765	367.1439361	350.1483231
494900	-52233.00577	358.4265236	371.9815397
495000	-52021.33399	360.4895835	366.5187836
495100	-52081.058	365.6534964	376.9179652
495200	-52309.53901	376.5232641	338.6330026
495300	-51834.71073	352.9217454	352.4424707
495400	-52104.51185	371.5270589	343.478311
495500	-52206.76771	331.568634	376.3956137
495600	-52440.92871	351.6550458	373.4939871
495700	-52365.1617	341.8567469	359.6512724
495800	-52088.27372	351.7579844	360.3033023
495900	-52050.44467	383.4268012	329.0182309
496000	-52040.29644	345.2748493	356.3057751
496100	-52040.75506	349.3032703	353.9191179
496200	-52033.03162	361.0573406	387.8232208
496300	-52088.67978	352.9131999	401.5607547
496400	-52282.87513	360.9710694	391.4651941
496500	-52078.15947	367.6730893	371.0305966
496600	-52177.91075	356.539277	374.0144799
496700	-51897.06403	365.3934305	370.1837719
496800	-52041.70162	387.4621877	356.1557391
496900	-52106.36862	387.5372913	378.1251759
497000	-52000.52359	342.5608318	380.3703665
497100	-52226.21649	337.1117184	376.3920549
497200	-52141.42223	361.313739	351.166618
497300	-52229.76044	348.2691384	347.197443
497400	-52278.07162	356.3614789	377.6354468
497500	-51976.7189	342.1203622	357.8357855
497600	-51728.18918	328.0169402	348.8611143
497700	-51575.54822	354.643382	364.6709991
497800	-52101.03456	380.5325641	339.5012482
497900	-52089.17649	365.9102765	346.031017
498000	-51921.06744	372.885684	358.1756569
498100	-51931.19321	359.678862	334.3962187
498200	-52108.74361	329.5605463	359.4454718
498300	-51869.07443	338.1852116	354.1734078
498400	-52170.90558	386.0623588	365.9648975
498500	-52116.88623	416.1692048	343.0148033
498600	-52089.73781	372.1891189	366.2803415
498700	-51845.06339	344.446675	349.6790422
498800	-51809.29794	357.4100118	363.5310103
498900	-51858.17255	336.3728505	339.8571181
499000	-51861.4396	345.1435785	352.9687505
499100	-51811.41111	345.3590065	377.1664085
499200	-51879.33664	369.2193489	383.0484029
499300	-51635.09593	388.524692	357.7394674
499400	-51916.37078	371.7815091	375.6919586
499500	-52046.8887	345.6819528	356.893591
499600	-51858.23142	366.0244068	403.3982583
499700	-51886.47154	345.964091	381.4364394
499800	-51911.94417	348.2977854	374.3504457
499900	-52086.05439	350.9691719	373.5552111
500000	-52089.78158	356.6970724	363.1277515
500100	-52245.51194	361.014971	369.026664
500200	-52084.50461	346.1856887	390.6841257
500300	-51761.24526	360.0591276	383.2736105
500400	-51929.11913	343.9112456	398.7401469
500500	-52081.91324	348.5368572	387.7195711
500600	-52126.55475	377.8420957	406.3779624
500700	-52037.89906	394.6521927	371.4502877
500800	-51835.34319	373.2634853	363.1938913
500900	-51953.46914	377.0621989	365.681956
501000	-51871.8504	372.4863442	322.754687
501100	-51908.48283	375.9255626	357.1744337
501200	-51874.03925	372.56422	362.1988406
501300	-51996.73572	383.7775806	332.0861836
501400	-51907.94595	386.9465046	363.0621127
501500	-51904.80523	382.9321038	366.6901599
501600	-52218.14479	357.4160357	363.5243055
501700	-52118.95418	360.1474612	349.8625056
501800	-51887.9651	377.8793841	355.728744
501900	-51894.09842	372.6514053	375.9806194
502000	-51660.0229	354.4293284	389.0557328
502100	-51906.79201	359.5637464	379.1238855
502200	-51857.19901	333.4079906	388.5348603
502300	-51930.18083	350.0034118	341.2552754
502400	-51615.70747	366.5219977	350.4954015
502500	-51707.30358	363.5007289	348.8986647
502600	-51765.87298	410.9082335	336.8198768
502700	-52027.50403	361.8072137	383.5329288
502800	-51793.85457	363.5087803	346.0535059
502900	-51961.65643	375.2139083	335.3592314
503000	-51850.74968	350.2225206	344.3174946
503100	-51771.23239	369.4892273	359.4079741
503200	-51618.07695	364.6347691	372.0560289
503300	-51765.11141	373.3074508	352.6934867
503400	-51862.74855	392.9946189	374.7583289
503500	-51686.93325	377.4882552	368.5492958
503600	-51817.89578	373.9789913	346.0819812
503700	-52035.32545	381.4959902	373.9036591
503800	-51738.09642	372.5904917	372.1176497
503900	-51501.42987	363.2313905	383.8241412
504000	-51806.86318	359.172513	352.9216365
504100	-51702.45189	380.7367277	369.3505756
504200	-51553.93418	347.5001368	357.911876
504300	-51821.23684	323.1507071	353.9808961
504400	-51576.6382	334.6665192	368.7237493
504500	-51695.38488	342.1474292	353.605769
504600	-51969.71209	371.2933218	341.3553729
504700	-51834.76833	327.5518355	377.7977623
504800	-51853.91234	359.403368	339.9644284
504900	-51959.08057	346.6141925	354.7647408
505000	-51759.46311	340.978556	357.0223578
505100	-51749.69787	377.7542826	352.9125927
505200	-52178.39289	354.6581622	368.6254993
505300	-51988.95524	359.1401983	355.4149945
505400	-51947.1493	381.4889326	355.9038671
505500	-51781.31329	344.6695723	358.2961506
505600	-52103.16008	375.1418541	367.0476476
505700	-51798.37542	381.1541446	384.5385584
505800	-51865.07285	378.922482	402.6531191
505900	-51980.64209	372.3555764	376.2351886
506000	-52033.38143	370.8169185	361.7125776
506100	-51674.31683	355.5332433	390.0676332
506200	-51734.08286	378.32775	355.4930317
506300	-51877.53269	352.3514614	363.3295987
506400	-52046.68436	343.4110436	366.9156496
506500	-51823.82721	378.8946359	370.0236376
506600	-52140.64761	345.1493275	382.8233953
506700	-51738.72114	365.5240442	354.8799614
506800	-52143.26005	350.7894065	349.3614293
506900	-52193.52238	370.1991056	347.9795557
507000	-52287.15513	377.1840342	359.7451558
507100	-52167.17105	382.2870436	353.1406547
507200	-52378.60857	373.6242445	335.3566905
507300	-51747.51578	361.1226453	346.2345705
507400	-52139.4131	367.8546347	385.5984739
507500	-51917.19018	337.5853802	393.3480918
507600	-51922.07589	375.1560142	372.6422077
507700	-51874.26389	361.001318	363.3494504
507800	-51837.63874	374.3081807	351.0676736
507900	-52136.53412	365.3054706	386.5647094
508000	-51931.89756	362.7752921	364.3256979
508100	-51939.82655	341.1635212	356.683311
508200	-51956.00079	366.6113519	339.7732197
508300	-51801.19353	359.9934662	325.2946008
508400	-52196.35503	377.8842313	349.2195295
508500	-52145.00459	370.9916412	341.2564494
508600	-52110.31104	366.5698949	324.3506172
508700	-51931.47967	348.7432753	366.4054082
508800	-52043.88317	349.7198528	388.5347031
508900	-52101.04032	324.0951833	346.9643764
509000	-51958.37754	330.3586369	357.1570751
509100	-51971.37236	324.6921389	342.8614887
509200	-52117.37793	351.2561588	371.2768951
509300	-52186.71756	374.4208124	376.0530316
509400	-51740.71621	362.3386728	381.4899116
509500	-51726.51706	351.6169409	372.6496335
509600	-51606.44532	373.7613143	359.4350417
509700	-51843.16123	375.3496493	345.6969225
509800	-51991.59392	376.6458181	346.217019
509900	-52351.15235	379.4585175	389.2033083
510000	-52230.78488	398.4188196	390.5910775
510100	-52077.59402	347.8733376	396.1283152
510200	-51672.15681	386.070404	364.8791508
510300	-51885.12843	368.2885705	369.2997028
510400	-52105.48357	342.7782922	361.9543604
510500	-51972.2357	355.8929064	357.7196796
510600	-51817.51301	342.1391887	342.4532857
510700	-51673.38638	345.0446314	370.6509221
510800	-51601.99866	332.9066387	339.5307158
510900	-51939.28807	339.3174146	416.5177809
511000	-52056.01348	344.0447468	400.0075123
511100	-51997.42077	348.3937595	380.026096
511200	-52164.13795	365.0062313	377.7080025
511300	-52067.45075	361.8383135	385.3770945
511400	-52242.44589	394.1718617	329.7799736
511500	-51970.42693	357.8724978	350.9177483
511600	-51993.04049	361.1906086	368.5866876
511700	-51871.70305	372.286428	364.3597832
511800	-51725.93335	334.2698718	359.0817538
511900	-51980.16206	348.6629367	362.0969668
512000	-52120.59074	353.1225234	364.0765709
512100	-51762.37167	346.9958311	357.0639963
512200	-52084.67773	358.6268265	374.1227762
512300	-51866.34452	363.2918033	314.9987268
512400	-52228.28845	327.289997	318.1964742
512500	-52061.1298	331.7555248	368.2326233
512600	-52159.0379	341.6032206	326.7069232
512700	-52038.59632	323.3747155	342.3746631
512800	-51980.73868	355.962146	349.1198371
512900	-52174.18499	322.5391146	369.524584
513000	-52363.18812	338.0151227	354.0550224
513100	-52081.02286	335.7600076	314.0842869
513200	-52112.4845	333.1164131	313.166165
513300	-51887.93935	336.4508798	329.5439977
513400	-51917.65356	334.5000272	364.4258096
513500	-52160.23666	364.7321081	362.611175
513600	-51944.20817	359.8138243	347.3357912
513700	-52400.03646	338.2470343	374.8816059
513800	-52375.33813	341.3773578	382.8834893
513900	-52081.82392	365.6758066	357.4807385
514000	-51834.21246	372.0853782	370.2432931
514100	-52085.80739	360.66288	345.8793525
514200	-52238.95149	366.9299322	392.7949605
514300	-52343.88321	348.2151546	357.8790438
514400	-52441.71871	363.0051153	360.5095075
514500	-52448.01741	363.0299911	360.8993618
514600	-52627.57953	344.6466138	351.2026239
514700	-52301.88683	334.6859178	361.6441705
514800	-52263.99413	347.0386189	377.2046046
514900	-52109.75181	346.9976168	396.1723705
515000	-52254.81865	352.2336185	318.9929574
515100	-52435.20935	340.863215	336.5910081
515200	-52476.7263	368.1238671	338.4399687
515300	-52477.57103	356.1975636	356.4488826
515400	-52281.67079	395.0253348	346.6316867
515500	-52380.24731	377.3332454	354.2257325
515600	-52253.20541	362.1843067	360.6937782
515700	-51972.60382	366.8250521	350.3092837
515800	-52499.43842	380.8198492	368.0885545
515900	-52450.33604	380.7692468	351.2385225
516000	-52090.48728	357.9314943	363.9306102
516100	-52324.93871	381.185287	370.8071102
516200	-52286.1946	348.2036822	343.2663721
516300	-52397.88261	370.9483164	339.2204682
516400	-52419.2394	375.0231131	315.5371853
516500	-52430.37192	363.6915675	369.8297976
516600	-52012.70461	372.2466027	384.1323354
516700	-52502.26795	383.9290069	393.0356267
516800	-52239.62187	358.7872066	387.3940032
516900	-52056.11673	353.0620699	389.4455309
517000	-51972.26751	370.4537388	364.6817434
517100	-51941.72226	344.5087346	347.1404126
517200	-51985.33719	376.8874544	350.5053947
517300	-52119.2548	331.3868757	386.944532
517400	-52110.97021	315.6321428	355.3753726
517500	-52359.19193	328.9462901	317.6639389
517600	-52066.3897	320.3946688	362.9137886
517700	-52088.60011	321.3589212	387.8146167
517800	-52184.05908	388.4335748	369.8808123
517900	-52274.09543	363.7193863	385.7577358
518000	-52219.66397	362.8774844	373.1287615
518100	-52036.81784	384.8885518	350.2044928
518200	-52298.02002	372.2673626	394.1120039
518300	-52324.10422	350.665408	365.835143
518400	-52189.5535	364.3847719	371.6731201
518500	-51979.32949	360.8180953	357.7270527
518600	-52463.64488	361.2744149	365.1961872
518700	-52306.75977	346.0086045	353.6497467
518800	-52317.58831	366.2954257	358.0681758
518900	-52061.93239	393.4763421	343.8131965
519000	-51927.18373	374.4305006	341.9255647
519100	-52533.08433	361.4768359	319.2446244
519200	-52101.85927	366.2148575	357.4209404
519300	-52206.08733	380.7033684	376.0287139
519400	-52314.79521	337.3416967	331.7418953
519500	-52075.7996	336.0965231	342.2550046
519600	-52226.89841	368.6662105	350.4980033
519700	-52159.03317	356.8355766	355.3440081
519800	-52062.23429	345.465592	375.2686025
519900	-52244.35757	365.5764702	354.2983172
520000	-52076.95242	363.238501	354.5645817
520100	-52431.37608	359.7815953	372.5731729
520200	-52059.86634	342.704998	362.755891
520300	-52182.78318	357.9996957	373.7698476
520400	-52511.74527	338.1080118	380.4523133
520500	-52435.61857	348.8039134	358.1717243
520600	-52081.25927	371.686397	344.9090488
520700	-52021.66289	345.302624	340.1240137
520800	-52284.64586	353.6276766	392.2020911
520900	-52091.37491	347.6638254	340.2391753
521000	-52284.78355	365.2873044	373.6444745
521100	-52039.58538	357.5160309	370.8353781
521200	-52194.71022	348.4230019	356.8376331
521300	-52352.29242	354.7736465	389.7942407
521400	-52143.97779	375.2610946	355.4989913
521500	-52004.87211	368.3508396	355.614782
521600	-52276.53325	362.7267847	334.6683073
521700	-52406.5373	374.1538398	360.2039436
521800	-52057.86574	367.9642499	382.9032925
521900	-52185.06256	362.655371	356.3630588
522000	-52276.58613	353.7767146	359.487109
522100	-52160.49174	370.5823701	388.9182736
522200	-52189.90662	363.6047879	390.5620982
522300	-51960.57854	355.7771372	383.3877065
522400	-52131.44397	360.8765171	352.7341773
522500	-51928.15457	347.0771667	353.474499
522600	-52231.25991	346.5419882	365.7222553
522700	-52217.22854	364.173825	375.7217389
522800	-52285.93243	379.3948959	372.254035
522900	-52206.68755	322.196931	412.9522226
523000	-52254.04552	355.250973	348.777258
523100	-51991.44141	346.0331486	342.1732765
523200	-52144.00261	348.0488532	365.543382
523300	-52102.53611	362.8726411	351.9930597
523400	-52164.14162	353.5818638	342.3488023
523500	-51768.97285	356.9852514	343.3063909
523600	-52132.60032	383.123441	338.2698115
523700	-52137.189	389.1610737	365.5631975
523800	-52399.3237	350.3664592	392.0311
523900	-51972.6404	374.7522718	377.420331
524000	-52115.32086	370.2360936	358.3875345
524100	-52022.54348	378.652132	380.244293
524200	-52147.55963	353.683921	392.0528891
524300	-52030.75665	347.8159829	335.4076804
524400	-52182.5287	359.5275963	389.8750388
524500	-52165.15205	360.6479952	357.7926449
524600	-52349.23603	392.4109939	358.3331434
524700	-51970.42625	346.9294894	372.6748743
524800	-52199.63044	341.3420638	356.7930081
524900	-51982.83506	357.9335854	310.3828938
525000	-52043.94412	369.9608361	347.7244938
525100	-51742.70423	384.9511332	325.716406
525200	-51883.89184	385.5237408	348.4536797
525300	-51786.88546	366.2638617	367.9854216
525400	-51847.21985	347.0477386	357.4373607
525500	-51949.54416	361.5009014	355.322805
525600	-51784.88063	354.4372879	350.332432
525700	-51733.45523	359.9813119	389.0888902
525800	-52280.07327	364.5412393	410.78751
525900	-51892.56529	379.2939092	332.5241548
526000	-51766.62914	394.1835836	345.6517422
526100	-52022.78127	377.1458657	380.1394758
526200	-51973.93983	412.5647363	363.0457954
526300	-51844.29122	376.8384694	349.4168009
526400	-51898.1743	365.3264035	365.3332943
526500	-51737.77022	365.6640451	355.6273687
526600	-51918.12359	369.473502	351.8201537
526700	-51903.65398	386.2873196	360.4022294
526800	-51892.00262	393.7112167	371.8535272
526900	-52196.76947	371.4435988	347.5579508
527000	-52219.15142	356.3692598	353.1282714
527100	-51892.4641	367.951429	379.2413258
527200	-52017.91363	375.9136076	328.8907313
527300	-52030.28668	404.0498533	324.8119304
527400	-51812.96145	385.4388036	350.1692606
527500	-52072.13953	370.7035262	357.1952674
527600	-52104.00627	347.3533088	363.0678998
527700	-52061.7528	349.2000622	373.5162239
527800	-51882.62319	340.757821	369.9878707
527900	-52090.91359	353.2158597	365.6027968
528000	-51991.04889	333.8540116	342.2701251
528100	-51926.92719	336.7268142	381.1414402
528200	-51807.11999	334.5229454	374.0568801
528300	-51953.96614	335.6966415	370.5084436
528400	-51918.35464	356.7296837	367.9566321
528500	-51947.61277	351.6161885	370.642598
528600	-52029.05036	416.1098674	365.1662606
528700	-52145.55637	348.1226987	342.2811332
528800	-51929.63291	365.7580011	347.9386667
528900	-51841.91421	370.6093281	351.8904849
529000	-52041.65088	367.0219074	379.1546476
529100	-52021.79807	352.1684006	345.0586593
529200	-51875.06089	378.7053998	339.4580186
529300	-52091.06207	373.1471509	377.356681
529400	-51838.1136	373.2687243	367.2785567
529500	-51933.5505	339.5874439	354.013085
529600	-51734.64837	366.7713239	356.1207618
529700	-52046.71287	344.4083814	390.4006525
529800	-52150.0925	350.0665478	357.9988324
529900	-51836.96742	346.0051392	343.1960384
530000	-51797.08391	365.6553064	352.8108883
530100	-51839.05142	341.3758926	372.9321967
530200	-51597.03192	410.8145334	358.882454
530300	-51986.38315	341.2621332	403.4410367
530400	-51672.35796	372.2806233	379.9733366
530500	-51866.65155	337.2270841	363.4607348
530600	-52067.37124	318.2548017	365.7989104
530700	-52043.72144	341.3059096	382.0751723
530800	-52150.91129	369.22243	357.2186513
530900	-52113.66667	353.5664093	389.7324876
531000	-51962.67876	366.5929643	383.2897512
531100	-52047.58205	339.8005287	342.9052273
531200	-52265.9188	335.4667307	356.1945
531300	-52027.65114	361.2138885	365.2308366
531400	-51927.83293	365.7240023	351.423498
531500	-52068.09034	349.6935584	371.7798909
531600	-51802.9552	379.7153301	330.1411911
531700	-51811.5044	353.3461675	362.4334894
531800	-51943.5615	348.906014	354.9112851
531900	-51769.01982	371.5795478	357.5056721
532000	-51641.28917	376.7376051	385.9861678
532100	-51856.36954	369.7754841	349.7776854
532200	-52214.65267	391.9474411	334.696008
532300	-51688.31255	376.5924788	360.7832676
532400	-51816.23153	367.1279104	334.0698177
532500	-51649.79412	337.6318842	299.5050634
532600	-51797.86316	361.3398193	344.5300275
532700	-51772.03817	360.3363072	335.6271231
532800	-52082.09886	356.6041275	361.528553
532900	-51926.16371	370.3904892	372.3258993
533000	-51862.57467	393.4175517	358.761016
533100	-51634.18419	346.8565074	364.0170864
533200	-51883.38857	350.2033508	363.3177415
533300	-51855.41268	360.9670378	382.3406529
533400	-51790.54899	375.9065637	397.5663329
533500	-52016.4007	363.6490443	386.9450774
533600	-52080.19817	378.3598469	365.6807522
533700	-51760.49973	383.0714956	346.1641916
533800	-51784.83238	377.9250697	366.7075258
533900	-51999.37697	361.4849501	348.8679313
534000	-51773.88082	377.4591484	354.6493138
534100	-51840.91343	364.8684108	383.569858
534200	-51927.94062	364.9786014	359.7670357
534300	-51905.48576	363.9690368	334.1013936
534400	-51741.6227	362.2802867	379.550541
534500	-52001.65119	364.434655	385.8456578
534600	-51760.46692	391.9982429	354.2421723
534700	-52062.02556	383.5301582	368.9542392
534800	-52064.42843	356.7541755	382.0031632
534900	-51943.66671	350.460999	335.3887269
535000	-52106.99283	334.0473252	369.6655878
535100	-51619.59966	386.2797951	361.5760788
535200	-52141.15435	377.1200514	356.4881969
535300	-52003.08954	367.1227803	371.9414021
535400	-51985.42353	369.1082553	374.7602138
535500	-51965.54306	392.9702573	390.7383449
535600	-51943.71538	368.942029	390.4028085
535700	-51844.31079	383.8201559	423.3411906
535800	-51940.81451	371.9389037	396.9989049
535900	-51803.77597	375.1730393	367.2435726
536000	-51951.0658	342.4261475	390.1112562
536100	-52090.53469	376.212193	381.9719842
536200	-51808.37331	370.5452039	404.0187143
536300	-51684.67816	398.1539243	373.304365
536400	-51898.48693	338.7378466	370.1077958
536500	-51900.73641	364.4059455	378.1110526
536600	-51600.92569	385.7063432	398.8288419
536700	-51816.19326	344.0603051	357.9441208
536800	-51860.62129	361.3080653	362.500918
536900	-51976.58842	385.8611072	336.5615441
537000	-51772.65531	377.1862398	340.1621358
537100	-51645.29984	373.3340303	365.5407234
537200	-51625.94012	383.4486477	361.3053959
537300	-51938.0381	415.2568153	348.0443506
537400	-51675.69417	380.4835481	346.9036479
537500	-51638.29731	390.199063	370.9672331
537600	-51863.16332	372.7634462	399.5291773
537700	-51348.62519	392.8356662	370.2083877
537800	-51733.13667	356.5823606	361.5559286
537900	-51774.84656	354.3901305	353.4777861
538000	-51780.40342	372.6432271	381.2851747
538100	-51694.94208	341.6505656	391.2951289
538200	-51699.19062	372.5174003	353.4499631
538300	-51744.02996	363.0532003	367.9927976
538400	-51940.55206	391.3742219	335.2873261
538500	-51979.60915	348.317643	352.1922379
538600	-51692.12608	352.1946375	389.4715118
538700	-51900.15602	348.319637	391.7180333
538800	-52116.15556	355.5809369	339.7661178
538900	-51859.09357	364.3632954	353.3550229
539000	-51854.98739	370.3217454	357.5658318
539100	-52098.00935	379.1759688	324.0539338
539200	-51978.24317	338.907218	365.3609145
539300	-52137.47713	377.5149517	358.9402378
539400	-52095.50446	391.1529421	329.0004618
539500	-51931.84223	362.5155149	347.0555887
539600	-52253.11796	343.1367543	347.2052121
539700	-52197.74147	376.2156169	343.4311115
539800	-51891.29912	354.7505843	354.7338769
539900	-51914.2005	352.9448637	350.5857471
540000	-51886.26939	343.8322883	354.0589403
540100	-52235.91961	341.1438639	381.5199507
540200	-51899.07125	350.0419315	382.4831527
540300	-51907.50633	337.5867271	343.9808633
540400	-51991.39504	361.136905	366.9276025
540500	-51752.81006	366.9866073	377.3927835
540600	-51961.89009	345.8121436	383.224509
540700	-52015.0836	342.4288757	389.2376915
540800	-52255.45665	322.3990408	349.0608286
540900	-52116.90473	325.8551293	355.9267722
541000	-52001.8879	375.4129446	356.7921797
541100	-51840.32108	356.8512336	362.6759232
541200	-52172.62183	349.3810311	363.8786927
541300	-52086.89448	355.9329486	380.9734306
541400	-51936.10557	353.7401317	372.3510076
541500	-51971.98293	369.8416845	384.5174731
541600	-51946.66427	354.5469058	331.2278337
541700	-51800.98389	361.3762929	360.6525795
541800	-51894.88969	342.734878	330.5163041
541900	-51927.9543	349.8841907	347.5713139
542000	-52319.55988	345.6170244	324.023448
542100	-52107.83214	330.8962081	355.5241251
542200	-52202.68025	337.3752368	356.4460315
542300	-52208.58489	351.8078501	359.1835679
542400	-52143.50305	343.3281376	340.6040251
542500	-51910.81706	374.7963929	379.134166
542600	-51805.71112	348.6743455	364.2368197
542700	-51957.84673	347.7944223	349.9043283
542800	-51837.52648	345.2148838	381.244222
542900	-51983.49396	349.2816901	363.0903635
543000	-51792.10165	341.5541681	382.6809231
543100	-51834.67985	343.3524541	379.3484797
543200	-51979.09103	372.3628485	386.1091208
543300	-51964.8055	381.4076815	381.7258186
543400	-52163.43556	355.3465241	377.5883363
543500	-51915.91465	358.030255	355.6290684
543600	-52120.99889	344.9943899	391.1547685
543700	-51795.20383	354.5953491	373.9532533
543800	-51927.84853	344.9674804	343.6311339
543900	-52118.43736	398.845271	364.6261434
544000	-52422.10302	369.3110309	389.5995057
544100	-52370.27449	376.3108876	374.3381261
544200	-52429.67137	364.1164962	377.6881877
544300	-52529.0958	346.1212052	381.8646408
544400	-52324.77302	371.336105	372.3543236
544500	-52435.62794	370.7097753	362.1607731
544600	-52587.09696	366.106406	354.4439267
544700	-52183.44297	369.7325221	363.8232555
544800	-52441.2065	382.468804	396.2494411
544900	-52362.16107	375.6645524	384.8443486
545000	-52518.53219	364.3341715	353.0794133
545100	-52514.11354	354.5310435	361.8178169
545200	-52271.50261	398.2437343	397.4097804
545300	-52258.52467	387.1299507	382.5119321
545400	-52319.72352	379.6260825	400.1670403
545500	-52494.53357	414.4756107	367.7115649
545600	-52327.74097	387.4244864	379.459904
545700	-52089.48525	358.5220843	390.2329789
545800	-52329.02917	375.9757519	365.3964903
545900	-52326.9404	346.0743424	366.9327262
546000	-52694.13288	352.1772481	378.8108483
546100	-52529.49848	344.9964178	376.9956627
546200	-52407.9229	344.7818801	343.5790797
546300	-52527.49328	377.6240255	381.7966664
546400	-52537.24624	357.6641339	361.3866239
546500	-52666.92335	369.0607315	365.0766906
546600	-52319.28308	386.6203619	362.0682281
546700	-52385.97394	349.8613602	375.214925
546800	-52401.93863	372.9905994	355.5874115
546900	-52347.12517	348.0361367	389.549368
547000	-52057.67781	351.8536026	377.1756239
547100	-52454.79207	385.8579842	390.1096302
547200	-52292.63124	343.2017646	350.9673529
547300	-52454.67184	316.5435779	341.684262
547400	-52289.38335	351.1725713	341.5105433
547500	-52346.37637	348.9877883	364.3050106
547600	-52125.89734	344.953534	392.7817517
547700	-52238.98899	352.989851	346.7708396
547800	-52228.32509	363.8354273	366.10528
547900	-52275.68869	339.2003506	349.4810133
548000	-51995.31148	353.3352336	375.0798987
548100	-52159.86151	362.8003569	356.7216774
548200	-52222.44166	365.000171	341.0901458
548300	-52343.21713	345.418679	366.361921
548400	-52384.96338	383.2222303	338.3305907
548500	-52275.1463	376.9373698	368.5015049
548600	-52185.37994	369.4580013	369.6587453
548700	-52588.02199	377.904053	363.0439784
548800	-52465.59466	360.2479277	371.4210029
