timestep	potential_energy	translational_kinetic_energy	rotational_kinetic_energy
248300	-40045.75942	367.3810107	332.0450016
248400	-40300.74804	367.6252817	363.3564621
248500	-40501.35568	397.0308417	378.5943005
248600	-40275.52976	382.0163472	392.4394981
248700	-40404.6749	365.8232022	373.4103997
248800	-40270.96607	355.9157805	382.7621489
248900	-40069.52506	376.9145085	377.1967545
249000	-40331.74766	356.9598994	410.885759
249100	-40337.66489	370.4223012	390.0999695
249200	-40359.9337	343.2475206	381.2023387
249300	-40331.76725	317.7047989	367.2609873
249400	-40505.05091	352.6496629	329.9224208
249500	-40409.45915	343.9822315	333.3938493
249600	-40569.85054	345.2571392	332.4438526
249700	-40277.31849	347.194697	337.9369516
249800	-40400.04199	348.4996972	349.9134728
249900	-40499.25627	352.2071982	346.3232009
250000	-40373.30897	349.2180583	342.0611095
250100	-40285.25778	334.8067019	354.8408517
250200	-40334.22687	376.1783207	345.4305514
250300	-40449.48562	371.4404637	364.7398054
250400	-40275.98484	360.8850685	340.5997291
250500	-40505.98149	351.7088072	394.7262117
250600	-40463.52629	366.7148143	394.9445011
250700	-40550.02805	382.6926552	390.4607541
250800	-40258.25363	341.8591618	366.5317485
250900	-40175.49314	334.3671193	349.9936821
251000	-40458.72927	332.0035567	363.3229066
251100	-40373.83376	356.1405771	330.127507
251200	-40301.39701	340.5533564	347.226807
251300	-40397.02909	352.7639172	352.6442784
251400	-40315.72981	357.098159	380.9734856
251500	-40313.46467	338.5821742	323.3885958
251600	-40300.62507	353.6154523	362.9141467
251700	-40386.43019	359.7019573	365.3449835
251800	-40381.09331	362.5089892	392.9690867
251900	-40128.9192	334.8588662	363.5739804
252000	-40055.51012	346.7128757	352.5873105
252100	-40212.8048	328.5797708	367.4098968
252200	-40213.8042	370.2545063	370.6985051
252300	-40042.20615	349.7892613	367.6493618
252400	-40334.96192	343.8992586	319.2813948
252500	-40114.44968	339.3570908	364.0079058
252600	-40335.40552	357.4839997	354.6353642
252700	-40225.58281	372.1935196	349.8287081
252800	-40061.72997	352.7844623	348.4603213
252900	-40266.66097	370.4956192	392.5700615
253000	-40124.23133	336.4409224	405.9765776
253100	-40171.71483	357.3988366	381.7368052
253200	-40553.93845	358.6349003	361.7012367
253300	-40528.42009	362.8607587	372.3171835
253400	-40286.0717	328.1323861	382.7862937
253500	-40368.52206	327.5794393	397.8991711
253600	-40352.72942	329.7522438	401.9539596
253700	-40071.90966	370.1468646	357.1164775
253800	-40281.67702	368.0132262	347.2013728
253900	-40711.30821	390.5645513	385.5309275
254000	-40444.53746	360.6459292	356.6162741
254100	-40244.83233	351.1062196	391.2183484
254200	-40402.26012	348.0335106	381.6766051
254300	-40388.67065	378.8835411	362.8552311
254400	-40306.89509	391.7944781	344.7175725
254500	-40523.89629	396.3726423	330.0911521
254600	-40353.5672	376.6653825	364.6238289
254700	-40458.65367	373.1794503	355.2235397
254800	-40547.18457	363.8851753	378.5313315
254900	-40358.26199	357.1508959	397.3173116
255000	-40473.54262	362.9471268	374.7114116
255100	-40507.51416	359.4748398	405.2009447
255200	-40595.14806	376.3210205	369.3343425
255300	-40228.30946	373.5902306	361.8345435
255400	-40411.75327	370.2710292	356.5512736
255500	-40601.63047	379.6221414	390.1721639
255600	-40435.19292	385.0787129	377.5310321
255700	-40452.73163	420.0134079	361.7033154
255800	-40504.53336	399.5426478	357.8703576
255900	-40626.85836	367.8005598	385.9223991
256000	-40774.74249	336.3547999	401.7689445
256100	-40654.71861	371.7141179	378.9892355
256200	-40584.44682	353.7533216	373.4552425
256300	-40381.61191	355.6693095	376.6441386
256400	-40471.72615	340.1195302	393.5976897
256500	-40582.68549	361.1628159	392.9032706
256600	-40542.02799	383.3940588	346.7357414
256700	-40551.2273	385.5389501	367.3898433
256800	-40389.51805	364.620826	377.9130565
256900	-40462.0978	376.3340396	347.9545699
257000	-40359.84843	342.9102596	375.1656401
257100	-40474.95594	348.7020076	359.577696
257200	-40522.53049	343.8836575	375.5331174
257300	-40626.63522	372.6611295	349.9244295
257400	-40559.0372	344.0067645	364.3018531
257500	-40669.69479	356.4036511	341.0582711
257600	-40408.64698	334.2774116	355.1418871
257700	-40505.56283	348.3180612	362.3621571
257800	-40461.84918	364.9320114	351.6118465
257900	-40488.71694	407.7641468	381.5075126
258000	-40600.31898	393.0569732	372.5499284
258100	-40572.45503	380.239499	362.8775978
258200	-40341.33292	376.395815	357.1093156
258300	-40185.07434	385.7270853	336.8277676
258400	-40338.51673	354.4344555	364.5208843
258500	-40382.03717	357.3784397	376.194504
258600	-40456.06058	370.8601366	408.50858
258700	-40406.12172	354.5729256	384.5025037
258800	-40434.78245	397.8456397	378.6262144
258900	-40057.06641	355.5091823	378.3403459
259000	-40141.38001	335.9657466	346.0457193
259100	-40360.21513	337.5392999	351.709196
259200	-40413.20187	352.0352762	376.8957196
259300	-40451.12478	356.3860006	342.2528875
259400	-40354.46226	381.0958958	337.633989
259500	-40750.17839	338.7034364	343.0289376
259600	-40388.35888	401.9682155	330.8778552
259700	-40580.96171	350.8392597	350.8354124
259800	-40414.39814	364.5679784	360.8497043
259900	-40262.21626	379.7368546	346.016052
260000	-40474.18994	367.1193919	352.5074734
260100	-40280.58529	369.2922254	372.9648128
260200	-40237.73672	338.0744278	388.1523314
260300	-40338.7535	375.4905008	372.6760321
260400	-40228.27217	369.8344524	355.2373966
260500	-40433.47375	352.2427502	369.6136936
260600	-40361.21278	383.0141286	376.2735323
260700	-40716.22453	366.087287	377.6547537
260800	-41004.12891	371.1685238	360.6575033
260900	-41074.9777	385.1328605	336.7164903
261000	-41032.29849	365.2571991	382.0098359
261100	-40833.68724	395.4258619	371.1302986
261200	-40841.65969	369.8868561	371.1896313
261300	-40970.15006	380.8025944	355.3220749
261400	-41155.56419	371.8894068	333.0874684
261500	-40783.40367	386.2773239	335.9962449
261600	-40985.96057	388.6392731	357.8273545
261700	-40689.56162	374.8451553	370.2976731
261800	-41096.09247	355.4562389	369.2691825
261900	-40938.05178	396.1172474	343.0314098
262000	-40830.68288	383.4198245	374.735887
262100	-40789.78137	386.4728614	363.9861707
262200	-41280.62137	387.7559333	349.895828
262300	-40802.51418	382.4252049	360.3511894
262400	-40894.45658	371.0942777	343.7795453
262500	-41082.19916	368.6732786	357.3656936
262600	-41195.14152	375.3658119	355.4184843
262700	-40705.85979	369.6391679	349.9323052
262800	-41075.17843	369.1157805	396.6493644
262900	-41047.72428	364.2103814	393.1264494
263000	-41018.62051	360.2266814	359.4428035
263100	-40964.05345	371.8973047	325.6733637
263200	-41026.23434	351.6677623	339.1999392
263300	-41089.96669	342.6546101	339.3033841
263400	-40952.96202	354.7258127	367.0170411
263500	-40965.52943	370.0214685	347.0707123
263600	-40962.69561	361.4528186	351.4041121
263700	-40972.50967	367.3118071	392.0299917
263800	-41124.36071	334.9183471	371.4149169
263900	-40991.86196	351.3159715	376.6750315
264000	-40922.40451	345.2945247	376.3719406
264100	-40887.51977	363.6839753	364.0226949
264200	-40891.98656	353.1915567	354.1319879
264300	-40804.38234	359.6591114	359.8772228
264400	-40998.03697	332.9543614	361.0280015
264500	-40963.10181	343.319424	353.6125976
264600	-40846.68462	382.1184276	353.8436385
264700	-41001.15446	399.395612	365.6351351
264800	-41194.22916	370.915333	364.4401807
264900	-41034.28596	343.7811181	372.2711161
265000	-41007.05276	344.9244174	354.7071372
265100	-41092.54173	346.3315271	338.6651491
265200	-41027.13035	371.3050574	342.4709745
265300	-40781.74594	370.9579063	358.8865209
265400	-40898.2619	371.5654468	365.6292971
265500	-40981.52811	394.1588724	353.3951406
265600	-41026.8549	357.3026995	370.7188476
265700	-40853.41376	371.0566114	390.3246555
265800	-41006.37192	346.5748916	377.8680075
265900	-40954.23871	371.6003118	358.3718387
266000	-41013.25946	371.6877298	356.4419889
266100	-40883.04474	357.0207743	329.7576487
266200	-41019.01549	362.8106366	364.1034467
266300	-41026.33137	358.7883918	378.2790625
266400	-41141.68272	367.302823	344.0084679
266500	-41157.42735	360.4192745	338.7659607
266600	-41053.4163	376.5186678	383.7323864
266700	-41110.79692	351.0256458	369.5932597
266800	-41008.51669	346.4846399	365.221828
266900	-41037.79975	329.0948903	358.0229449
267000	-40857.73174	332.0804082	335.0612865
267100	-40918.97771	324.6136965	349.877405
267200	-40883.0708	322.8867949	338.7115416
267300	-41049.78573	350.9151438	336.0471406
267400	-41052.05419	345.3905576	333.7910581
267500	-41053.36529	338.2632207	343.8689006
267600	-40950.96583	340.4045323	351.4806736
267700	-41093.96087	321.8574635	372.0012324
267800	-41121.10644	345.9471297	374.5053767
267900	-40950.96018	352.907694	372.3411433
268000	-41185.94671	373.5295818	372.4181166
268100	-40921.59828	335.5489822	381.3755944
268200	-41016.09197	355.2456063	360.8835548
268300	-40955.38095	338.1407716	339.4047896
268400	-40992.58525	357.7424731	363.5917075
268500	-41054.52744	345.6645521	358.0256742
268600	-41097.23803	371.3110978	345.3134948
268700	-41070.93409	363.1254976	381.8333117
268800	-41120.13174	358.2096133	381.9303777
268900	-41112.55255	352.6720383	402.4165995
269000	-41110.68888	381.4654737	351.0585426
269100	-40994.38955	382.2316512	375.3051824
269200	-41284.07741	362.0872195	376.8424172
269300	-41119.96688	383.0840702	369.7182766
269400	-41114.12504	395.336804	349.8144129
269500	-40997.63476	377.6779418	346.8919502
269600	-41085.24682	405.0820986	343.4069698
269700	-41041.69894	390.8735898	355.8482441
269800	-41220.71187	390.6135209	371.3588468
269900	-41274.42259	390.611257	338.7009263
270000	-40971.84549	394.4089176	362.1292803
270100	-41102.03951	362.3814241	386.6620738
270200	-40881.65506	367.1303928	373.2654946
270300	-40917.02085	355.4087489	370.4334549
270400	-40858.36148	375.8421449	343.4871126
270500	-41030.6016	374.1402509	399.6310875
270600	-41014.06545	372.4262846	385.955179
270700	-41287.01406	398.1369858	369.2003247
270800	-41073.89886	413.0492815	405.5980696
270900	-41006.5035	423.4680203	361.9153012
271000	-41219.34064	371.1679693	369.6663574
271100	-41112.32144	359.8373215	383.7548052
271200	-41213.94508	382.1552569	387.1139798
271300	-41077.8233	375.5131298	376.3090208
271400	-41308.78387	350.3344543	349.5105617
271500	-41053.71493	371.7896501	328.5465358
271600	-41101.04475	369.7187067	354.1409106
271700	-40984.27883	327.7757136	392.1466261
271800	-40947.83826	351.9690133	350.132939
271900	-40773.01974	358.415646	351.0084186
272000	-40841.83905	350.0483678	364.6433709
272100	-40677.41112	356.8355495	343.722501
272200	-40803.00141	355.905508	361.2171106
272300	-41095.39466	362.9298358	364.3940482
272400	-41214.78322	402.2384651	386.0602952
272500	-41051.61051	379.6664652	393.6958222
272600	-41252.67854	350.5469007	380.6132633
272700	-41372.60987	349.6482939	375.4303849
272800	-41126.11332	382.7278613	359.1453006
272900	-41402.84793	359.6002601	380.1874606
273000	-41227.36631	350.8788394	357.2091964
273100	-41157.34485	354.5132807	360.4863785
273200	-41264.18752	378.2643437	355.3697129
273300	-41564.48322	366.3480526	356.4207444
273400	-41037.0033	376.3323285	361.3892568
273500	-41253.23867	361.0272115	391.4191146
273600	-41316.0792	368.7965593	366.3995338
273700	-41593.15542	393.639409	329.2061433
273800	-41417.68632	364.0684603	328.1230671
273900	-41279.16014	356.7036773	341.913376
274000	-41464.60429	378.5905623	355.4358437
274100	-41189.98826	319.011519	346.3812205
274200	-41231.78422	328.327226	337.5939457
274300	-41517.38276	349.0068453	354.6168657
274400	-41182.0342	377.2952921	343.767142
274500	-41410.82939	373.0752005	345.0101693
274600	-41346.37355	382.5643472	305.6472373
274700	-41117.74961	364.8473784	370.4764858
274800	-41159.76423	379.3276977	365.6606439
274900	-41181.40032	379.5296949	365.7942223
275000	-41125.36946	360.0719378	370.6063142
275100	-41319.27999	325.1883457	369.773033
275200	-41494.63625	346.4614301	363.0293781
275300	-41581.75982	358.6609219	351.0626015
275400	-41290.98948	342.5546232	378.8818991
275500	-41420.32697	363.883418	360.8065821
275600	-41219.90536	357.4904358	361.5410567
275700	-41100.72861	373.1340513	350.0049316
275800	-41369.84556	346.968069	353.9689629
275900	-41315.09155	364.2435947	366.7024378
276000	-41404.94327	347.6377627	360.6121487
276100	-41314.7808	348.0939147	339.0003758
276200	-41241.95433	348.9095109	338.290509
276300	-41308.7017	375.5329902	363.8820321
276400	-41260.89268	359.6784861	372.4085165
276500	-41273.08767	356.2997081	357.5415589
276600	-41054.72486	367.3511371	334.8310957
276700	-41102.50185	376.8537397	408.0044561
276800	-41335.06461	376.74912	402.5534689
276900	-41059.22158	384.8246496	378.5521379
277000	-41241.48111	366.7809905	374.9116732
277100	-41326.88623	392.0420539	371.4918165
277200	-41054.70316	380.8571286	358.2521537
277300	-41165.48848	362.6359764	346.9939903
277400	-41431.25873	364.2651099	322.6619118
277500	-41123.14852	363.8299994	311.0811969
277600	-41243.50062	363.8616116	350.4821737
277700	-41345.61175	355.8995681	359.3813494
277800	-41451.02001	377.1263638	373.4617307
277900	-41396.34461	372.3963293	358.2732615
278000	-41294.18361	377.6796077	352.0340116
278100	-41381.35165	376.7242839	357.9004243
278200	-41535.92759	361.3293242	332.176152
278300	-41308.68708	383.1885401	355.2544542
278400	-41290.89441	363.1929457	377.8618449
278500	-41256.67863	380.9128215	357.6204113
278600	-41251.33723	363.4748369	346.2661189
278700	-41325.83082	355.7860188	379.1224842
278800	-41519.86693	381.6849012	334.578825
278900	-41583.40515	371.7742859	355.65474
279000	-41443.09488	341.1750782	345.8811199
279100	-41178.84516	381.6728868	319.3972254
279200	-41346.30872	349.1558109	348.0681927
279300	-41358.29088	352.6337415	336.5445715
279400	-41283.42797	324.7558226	361.0429972
279500	-41222.35845	323.6865385	366.7574643
279600	-41303.67843	335.1284896	383.5409694
279700	-41474.79616	360.2983657	356.4148534
279800	-41273.62705	328.7836793	367.9689134
279900	-41273.45952	338.7729129	350.5792047
280000	-41332.13232	329.0767521	358.4622728
280100	-41077.00367	351.1782237	353.5924945
280200	-40971.36819	359.8975402	331.1061666
280300	-41300.88791	376.9525799	360.508441
280400	-41133.56942	384.9992128	355.0450952
280500	-41084.80277	360.129783	364.8823093
280600	-41290.8734	380.6621359	378.736315
280700	-41153.88048	397.044147	335.9903346
280800	-41484.60744	375.1248075	356.0023494
280900	-41224.69678	381.2160913	383.2722323
281000	-41215.95861	364.1587396	383.9075715
281100	-41085.58483	363.1175041	371.7279194
281200	-41319.49806	370.7206423	383.3546592
281300	-41066.64812	356.1185566	379.5919237
281400	-41411.28958	373.2463871	340.1873224
281500	-41441.42169	361.7136675	355.2687887
281600	-41401.98142	365.5806829	346.3330417
281700	-41492.79502	342.5385005	355.4118289
281800	-41045.87394	347.666817	347.1466634
281900	-41278.43287	357.2185491	360.4800436
282000	-41580.88671	354.7181065	341.225893
282100	-41377.08374	348.8940427	359.0904027
282200	-41653.10433	319.2490347	368.2823958
282300	-41340.18504	321.5547948	364.5603742
282400	-41669.66663	333.264317	364.5015979
282500	-41558.14622	322.9716609	367.9218234
282600	-41628.56631	311.0315689	343.8966347
282700	-41550.56764	322.2852916	374.9955036
282800	-41593.69076	305.2491373	347.5904965
282900	-41384.47541	314.626845	331.8808564
283000	-41592.09205	355.8904645	332.5504263
283100	-41499.40802	363.6406608	355.5297192
283200	-41380.75117	353.6296855	354.3480713
283300	-41310.73109	370.9720371	351.6782065
283400	-41374.88366	337.3387269	351.1123704
283500	-41417.92228	358.4673531	351.3118119
283600	-41657.92442	371.3139177	359.7271363
283700	-41387.81645	345.498359	373.0467155
283800	-41447.10094	364.6063195	361.6505717
283900	-41386.30076	368.6479339	368.3512173
284000	-41156.84677	363.615435	366.0895929
284100	-41531.83433	353.8558896	381.4332963
284200	-41243.11591	364.510698	388.7301018
284300	-41379.14469	366.0059903	377.7495737
284400	-41124.21843	366.3359087	346.37311
284500	-41579.18568	362.9670321	374.8459622
284600	-41235.72054	370.699927	357.9590613
284700	-41284.58732	371.8315077	350.4470526
284800	-41247.49637	417.6478851	372.8675349
284900	-41388.19802	370.1674198	372.5278232
285000	-41304.06287	366.1176637	366.6910642
285100	-41363.94565	361.7204963	362.1491866
285200	-41611.40041	334.5212175	361.6777373
285300	-41159.55733	375.0052551	328.7461818
285400	-41385.931	373.3045272	357.9990201
285500	-41559.42584	385.9287919	379.949751
285600	-41477.53698	392.9383038	355.0079347
285700	-41634.72874	375.661351	350.083311
285800	-41378.83609	363.8943406	373.0114381
285900	-41534.75695	369.6409952	373.8753498
286000	-41359.76573	341.4385631	344.4606789
286100	-41290.15958	348.6057929	383.4130236
286200	-41484.73506	363.1508248	377.4658897
286300	-41340.12896	365.3401536	347.8643448
286400	-41498.11829	372.5918915	363.7494664
286500	-41285.2581	369.4531542	341.9563474
286600	-41077.13573	377.1930266	363.4492842
286700	-41398.35447	376.6362527	324.2101985
286800	-41376.21281	335.7942248	388.1114663
286900	-41142.98325	361.1291551	363.9733609
287000	-41312.2758	384.623764	358.544524
287100	-41280.96435	361.0864914	362.8610228
287200	-41418.03278	364.0405172	365.1759698
287300	-41431.03519	365.4632955	371.4585995
287400	-41520.94389	344.8001807	382.5064104
287500	-41389.86447	348.4051773	397.3197053
287600	-41386.13212	335.3199643	393.0875419
287700	-41374.94575	325.7083815	399.1507526
287800	-41444.67802	350.990351	379.735194
287900	-41512.70649	351.0090811	404.7391998
288000	-41482.39048	323.838295	374.0203377
288100	-41156.50316	328.0848259	348.2873733
288200	-41423.01905	325.1386448	344.5959842
288300	-41521.02703	353.6491871	343.350419
288400	-41548.96981	355.3333069	372.6419202
288500	-41221.73895	348.8821253	362.2974667
288600	-41494.21324	372.5603782	389.1972691
288700	-41461.69541	370.5133935	359.1282934
288800	-41636.28326	358.8135523	337.0727933
288900	-41332.74108	355.6240421	374.6455017
289000	-41397.48478	386.4184628	349.8989186
289100	-41297.25395	372.5963257	354.1307982
289200	-41348.553	366.9997882	368.5822162
289300	-41420.84459	392.9534512	368.5301403
289400	-41368.71281	379.3902691	372.7031242
289500	-41372.55452	340.1821532	366.5825102
289600	-41309.56388	362.4286329	388.3170748
289700	-41751.18611	356.7816539	344.4877661
289800	-41197.25158	361.8348016	353.0196374
289900	-41200.26185	381.4258925	368.9293143
290000	-41374.28248	388.2201707	367.5969466
290100	-41437.21845	382.6923219	362.4769565
290200	-41512.66042	357.1655027	395.1042719
290300	-41363.09442	375.8737768	364.5717937
290400	-41523.05997	378.8550331	355.227929
290500	-41383.5828	357.6161855	355.0000295
290600	-41309.41562	341.1891512	377.6134869
290700	-41420.10185	321.8544687	340.129666
290800	-41609.55755	369.4622931	375.1838761
290900	-41618.5998	354.22035	346.9021135
291000	-41278.67732	384.4622268	375.6078728
291100	-41704.23853	375.4983438	364.8953057
291200	-41646.73169	386.1624568	338.1758317
291300	-41284.45085	351.1106881	348.7869644
291400	-41600.06044	401.7406576	365.256673
291500	-41612.63979	375.8744773	371.4973751
291600	-41604.70798	386.2749736	381.6178039
291700	-41610.22329	381.8003334	352.5790166
291800	-41299.74576	344.1737109	365.1252509
291900	-41473.35423	347.1111095	352.6626572
292000	-41576.68708	339.4541413	380.5955468
292100	-41495.7292	353.4037594	340.9911695
292200	-41577.72569	348.3935882	361.656717
292300	-41521.85869	332.2035305	361.7933997
292400	-41727.23801	350.6660164	355.0281657
292500	-41532.69296	357.6409269	376.8638189
292600	-41557.44731	363.7072887	381.2133744
292700	-41399.20115	378.8706835	372.7902739
292800	-41384.73491	374.7684806	376.8139689
292900	-41409.59256	417.2055379	402.9477265
293000	-41592.04733	362.3024343	396.9706167
293100	-41449.7687	384.223533	379.3214602
293200	-41638.94999	391.5316104	396.5943684
293300	-41349.244	358.2831397	405.4564995
293400	-41312.45858	358.9890079	373.6675339
293500	-41679.92642	356.8389198	375.8268804
293600	-41257.77318	354.3695117	349.6965428
293700	-41490.59295	372.8797396	377.7613786
293800	-41624.89618	389.4707508	371.9352665
293900	-41423.1725	357.2444162	349.9952245
294000	-41562.14282	367.3371249	343.4708107
294100	-41439.41436	351.6798105	352.9541748
294200	-41400.67551	348.9554441	323.7275855
294300	-41391.89852	330.8988233	344.9656605
294400	-41620.6166	383.2324038	344.3464354
294500	-41506.02932	365.1382004	348.3944167
294600	-41478.71778	392.7619197	347.8457703
294700	-41275.41728	389.9722483	357.2701984
294800	-41498.71739	392.0351908	363.8953053
294900	-41550.44202	404.6762234	369.5750565
295000	-41362.44479	402.9690191	384.3729484
295100	-41805.75576	374.409968	371.8654867
295200	-41701.51132	397.0087713	365.523773
295300	-41571.96996	369.9613216	356.7958011
295400	-41684.63222	371.5233635	336.2643773
295500	-41421.14231	388.2571134	360.9250312
295600	-41385.57176	380.3237932	358.8448703
295700	-41174.00052	365.6020992	359.8656384
295800	-41441.82765	375.8160424	380.1357983
295900	-41364.64464	340.8311502	376.6106006
296000	-41495.26019	352.0062761	396.6705178
296100	-41376.51335	352.0144918	412.2875774
296200	-41416.73315	363.7100292	399.4229758
296300	-41357.21578	382.909498	379.0130414
296400	-41282.28139	362.1962086	391.0290053
296500	-41478.65154	365.4069901	376.7630787
296600	-41457.79011	353.4262132	371.9387582
296700	-41413.40312	351.0669159	338.5694105
296800	-41303.41862	364.956161	356.1849401
296900	-41333.56209	345.1971258	362.5364922
297000	-41564.71685	365.7356005	361.8612311
297100	-41354.84067	386.8324164	354.211761
297200	-41279.31258	345.8199978	374.5447253
297300	-41493.90069	352.3160238	366.8777912
297400	-41529.7549	377.9360147	335.9195142
297500	-41264.73524	391.272823	351.7565167
297600	-41544.2819	369.7182605	355.9944169
297700	-41631.61841	336.2788664	368.5034061
297800	-41589.0892	372.8331153	355.6704151
297900	-41444.63287	374.3117379	358.1811643
298000	-41515.37525	350.9390221	362.3382235
298100	-41213.89879	348.1859029	341.0460782
298200	-41224.83878	352.8701659	337.9869071
298300	-41559.50864	370.842381	369.1851817
298400	-41364.26041	341.9915575	348.463822
298500	-41139.88706	355.444765	335.509438
298600	-41372.45336	333.3168988	352.6181153
298700	-41293.38869	374.8427285	352.9141876
298800	-41409.35264	362.8955406	337.0377923
298900	-41289.82137	343.8093454	347.1626877
299000	-41595.22698	365.1390179	354.1475472
299100	-41424.41585	351.1502753	353.5167518
299200	-41392.9968	346.5442174	359.7303095
299300	-41404.85053	353.8945714	395.4529693
299400	-41274.00008	363.3805239	359.8410456
299500	-41364.85886	354.4309649	364.9692442
299600	-41476.76401	345.1593843	316.0641111
299700	-41189.91353	375.7629681	327.4290133
299800	-41196.21196	371.1168152	344.2671792
299900	-41496.1036	331.0750881	344.0133896
300000	-41214.35335	336.5398306	344.6673113
300100	-41549.12546	331.9563334	364.7371223
300200	-41298.46253	363.4287709	330.4432373
300300	-41300.651	369.1663002	349.9322583
300400	-41374.2447	357.9654087	373.4174389
300500	-41289.44618	359.91389	376.814618
300600	-41318.32863	349.3359581	335.7017627
300700	-41304.11384	312.3422149	390.4860664
300800	-41409.67733	333.0166703	375.1008902
300900	-41243.1762	337.1072968	345.2560497
301000	-41343.32526	346.8689626	350.4425928
301100	-41276.67968	337.2931825	383.5248618
301200	-41373.32247	348.4121172	357.9118916
301300	-41275.76687	350.5490326	373.5122728
301400	-41389.55959	375.7055086	365.4192163
301500	-41585.93313	382.758311	373.8396125
301600	-41437.75417	367.4421479	376.0245902
301700	-41764.7847	384.5175339	370.2616397
301800	-41886.76915	384.1649601	387.1003362
301900	-41858.57808	414.240299	360.5731447
302000	-41547.9708	374.0224727	359.4926511
302100	-41874.37196	363.9739018	387.6876672
302200	-41556.7167	384.5074676	386.123149
302300	-41679.42619	390.0821721	349.9364364
302400	-41815.69066	389.780265	338.8325793
302500	-41907.6279	405.6572539	363.8678346
302600	-41678.75656	391.7751072	351.2261923
302700	-41503.1381	389.5933385	333.7582967
302800	-41649.06625	363.4926838	347.6293375
302900	-41679.82866	370.9183906	362.5719529
303000	-41699.03255	364.6540014	362.9516963
303100	-41706.78643	345.1881724	366.7338027
303200	-41528.40289	362.4053883	367.7507355
303300	-41476.62183	349.1207352	355.6946208
303400	-41707.85816	354.867299	343.1479219
303500	-41626.42875	347.6772346	369.789826
303600	-41743.55223	368.87977	360.9773073
303700	-41477.71731	350.0328959	366.8216152
303800	-41608.63128	349.8984881	356.3078687
303900	-41418.82734	350.7542646	347.3457125
304000	-41433.83988	340.0043148	384.921103
304100	-41465.70979	331.3634084	353.2713811
304200	-41430.90465	342.7157525	363.5678583
304300	-41662.78234	368.0507092	370.8657816
304400	-41704.8353	347.3092806	354.9518215
304500	-41557.402	356.4617304	342.6816403
304600	-41697.65944	345.4343027	329.0674437
304700	-41607.40794	327.142716	369.2617564
304800	-41499.19637	325.216665	376.3621847
304900	-41279.22362	344.0140009	383.6823056
305000	-41637.16966	350.1962994	341.1884034
305100	-41695.37414	373.1307865	375.5611871
305200	-41823.92614	359.1121873	357.3819582
305300	-41490.69981	325.0643225	354.7019417
305400	-41660.22906	339.016444	349.8015701
305500	-41632.11446	354.9815687	339.7469682
305600	-41674.0196	367.6352057	369.5274984
305700	-41777.62966	366.5913262	372.3788488
305800	-41632.19176	334.5995219	361.3418906
305900	-41400.52032	338.3984129	398.9786061
306000	-41829.51601	348.7630855	399.0330214
306100	-41655.70499	366.6506612	353.6096311
306200	-41403.83855	345.7949679	368.0408291
306300	-41521.67624	339.0815143	360.511616
306400	-41613.22457	369.218153	357.2697647
306500	-41866.58851	378.7435974	344.3410127
306600	-41619.57138	360.1531587	375.0018614
306700	-41650.23784	350.5659415	380.2170966
306800	-41705.10617	331.7468097	365.8764704
306900	-41611.10095	354.1711154	417.682563
307000	-41583.45742	335.3115007	355.2622522
307100	-41545.30036	362.8146705	357.8095107
307200	-41595.90548	338.6498563	367.6981355
307300	-41660.53624	350.959935	352.5433746
307400	-41721.07598	361.9091433	378.6455073
307500	-41857.47526	335.2776552	350.7936645
307600	-41595.37376	359.3274922	355.2525535
307700	-41745.5677	352.2737708	377.4553558
307800	-41984.57882	360.1071069	365.7473625
307900	-41509.35024	334.3880248	344.0967567
308000	-41779.74726	352.0122555	389.3015421
308100	-41625.10168	334.6909978	352.9168594
308200	-41597.78208	358.6856697	370.6106346
308300	-41616.14933	380.0054722	350.393689
308400	-41779.30516	358.9835405	371.916765
308500	-41682.07031	334.0749789	365.3496554
308600	-41527.03438	356.8730696	331.1826836
308700	-41695.76781	333.9659857	366.2561087
308800	-41779.9767	340.145996	360.6528672
308900	-41916.35759	370.6612181	358.2468716
309000	-41596.09434	350.692183	401.8101637
309100	-41552.61933	346.0758231	371.2332879
309200	-41560.50779	374.4954077	371.9346641
309300	-41738.97906	376.2423282	356.9155376
309400	-41515.12067	340.1248189	354.6307633
309500	-41548.60077	355.9744697	370.671815
309600	-41624.61757	380.9224705	331.9332354
309700	-41604.97971	331.4684737	379.8182549
309800	-41697.27673	354.8779403	395.6084783
309900	-41771.9424	350.8778617	340.0237548
310000	-41782.95606	338.1944725	351.0982046
310100	-41952.60853	324.3453209	364.1750774
310200	-41882.90716	336.433212	315.3955583
310300	-41698.95921	355.0684452	369.6610179
310400	-41478.0261	378.7065847	335.4763405
310500	-41800.48947	387.5595334	338.6983311
310600	-41407.74949	381.8719387	342.4518809
310700	-41548.7496	401.0104827	335.4190887
310800	-41556.60306	367.2589093	382.7921348
310900	-41701.29157	373.8805793	360.2210257
311000	-41643.26153	367.7209516	333.590569
311100	-41618.97892	372.2478327	380.5820725
311200	-41609.63313	382.1396966	354.502942
311300	-41577.67877	354.1992592	317.6728369
311400	-41421.37149	373.2266016	339.4490765
311500	-41546.16575	355.5674595	341.8370567
311600	-41591.88536	375.3355509	336.7674333
311700	-41554.42691	342.9541539	340.3245487
311800	-41577.54899	338.6903308	354.2730482
311900	-41715.01413	371.0415255	338.9821263
312000	-41643.57171	332.5442279	355.7766961
312100	-41876.26432	380.5604552	366.9419199
