timestep	temperature	potential_energy	translational_kinetic_energy	rotational_kinetic_energy
28330	0.4826418406	5142.83331	48.50550498	0
28340	0.638159151	5127.176123	64.13499468	0
28350	0.5293033836	5138.041434	53.19499005	0
28360	0.5382160163	5136.823179	54.09070964	0
28370	0.4015667826	5150.411276	40.35746165	0
28380	0.5325764168	5136.901339	53.52392989	0
28390	0.5139877675	5138.402197	51.65577064	0
28400	0.4753784006	5142.284159	47.77552926	0
28410	0.4588787141	5143.650127	46.11731077	0
28420	0.4799071502	5141.186247	48.23066859	0
28430	0.386905664	5150.605536	38.88401923	0
28440	0.5122122434	5138.044467	51.47733046	0
28450	0.5453962305	5135.040778	54.81232117	0
28460	0.5177965526	5138.077191	52.03855354	0
28470	0.5034057265	5139.794219	50.59227551	0
28480	0.4119538577	5149.23061	41.4013627	0
28490	0.5869069905	5131.615884	58.98415254	0
28500	0.5779333547	5132.729585	58.08230215	0
28510	0.4633426095	5144.494631	46.56593225	0
28520	0.3852238614	5152.48723	38.71499807	0
28530	0.5520169651	5135.626938	55.47770499	0
28540	0.5381737033	5137.125314	54.08645718	0
28550	0.5155445062	5139.410002	51.81222287	0
28560	0.4510496477	5145.992125	45.33048959	0
28570	0.5984652963	5131.243065	60.14576228	0
28580	0.6314800148	5127.983143	63.46374149	0
28590	0.5614525055	5134.951691	56.4259768	0
28600	0.4855305211	5142.471174	48.79581737	0
28610	0.5533298528	5135.497049	55.60965021	0
28620	0.5156270375	5138.638817	51.82051727	0
28630	0.4284766438	5147.410469	43.0619027	0
28640	0.4388717107	5146.622745	44.10660693	0
28650	0.5529817957	5135.509814	55.57467046	0
28660	0.5310512895	5137.790468	53.37065459	0
28670	0.4478813283	5146.189265	45.01207349	0
28680	0.4787302972	5143.196557	48.11239486	0
28690	0.5547602709	5135.613907	55.75340723	0
28700	0.6370638226	5127.376304	64.02491417	0
28710	0.4249689308	5148.961388	42.70937754	0
28720	0.4196766903	5149.460732	42.17750738	0
28730	0.5435666792	5136.868679	54.62845126	0
28740	0.5541517741	5135.676687	55.6922533	0
28750	0.4264627613	5148.545274	42.85950751	0
28760	0.4698410985	5144.286924	47.2190304	0
28770	0.5728223168	5133.959513	57.56864283	0
28780	0.4925899427	5141.920124	49.50528924	0
28790	0.5160699755	5139.290503	51.86503253	0
28800	0.5331347699	5137.40419	53.58004437	0
28810	0.5316999923	5137.568425	53.43584923	0
28820	0.5311035972	5137.563934	53.37591152	0
28830	0.4695257179	5143.988687	47.18733465	0
28840	0.4269308258	5148.403027	42.90654799	0
28850	0.542913724	5136.925686	54.56282926	0
28860	0.578507994	5133.215896	58.1400534	0
28870	0.4726330167	5143.816237	47.49961818	0
28880	0.4708430245	5143.988549	47.31972396	0
28890	0.5392323414	5136.915963	54.19285031	0
28900	0.5145877585	5139.509968	51.71606973	0
28910	0.5374464873	5137.38271	54.01337197	0
28920	0.5023781168	5140.973091	50.48900074	0
28930	0.5046867044	5140.543557	50.72101379	0
28940	0.4770494383	5143.279975	47.94346855	0
28950	0.5808119094	5132.826768	58.37159689	0
28960	0.5470805301	5136.346281	54.98159328	0
28970	0.5658208187	5134.465953	56.86499228	0
28980	0.4574005665	5145.22272	45.96875693	0
28990	0.5200511694	5138.619289	52.26514252	0
29000	0.5107726783	5139.193159	51.33265417	0
29010	0.4883692989	5141.138529	49.08111454	0
29020	0.5025262312	5139.558373	50.50388623	0
29030	0.5338577068	5136.357336	53.65269953	0
29040	0.443333579	5145.612748	44.55502469	0
29050	0.441381273	5146.041847	44.35881794	0
29060	0.5866694035	5131.433457	58.96027505	0
29070	0.4886847423	5141.432993	49.1128166	0
29080	0.4794119687	5142.389235	48.18090285	0
29090	0.4833398545	5142.119992	48.57565538	0
29100	0.5143347917	5139.149534	51.69064657	0
29110	0.4570475609	5145.062592	45.93327987	0
29120	0.5168250598	5139.112592	51.94091851	0
29130	0.5509729605	5135.728166	55.37278253	0
29140	0.5384230617	5136.957809	54.1115177	0
29150	0.4509813591	5145.726926	45.32362659	0
29160	0.5202628401	5138.698428	52.28641543	0
29170	0.495250124	5141.350699	49.77263746	0
29180	0.482241824	5142.836966	48.46530331	0
29190	0.4607234646	5144.959067	46.30270819	0
29200	0.497883295	5140.982276	50.03727115	0
29210	0.5713703741	5133.393888	57.4227226	0
29220	0.5393188615	5136.449829	54.20154558	0
29230	0.6226590416	5127.990467	62.57723368	0
29240	0.5187276606	5138.514667	52.13212989	0
29250	0.527841558	5137.404907	53.04807658	0
29260	0.5021566871	5139.850941	50.46674705	0
29270	0.4502654623	5145.042919	45.25167897	0
29280	0.4859092737	5141.398963	48.83388201	0
29290	0.5007183978	5140.056585	50.32219898	0
29300	0.5067025927	5139.516165	50.92361056	0
29310	0.4597072276	5144.458403	46.20057637	0
29320	0.5496967605	5135.616853	55.24452443	0
29330	0.6203495613	5128.626534	62.34513091	0
29340	0.4804110771	5142.733008	48.28131325	0
29350	0.4380639421	5147.182592	44.02542618	0
29360	0.5144918488	5139.7626	51.7064308	0
29370	0.5599936547	5135.612647	56.27936229	0
29380	0.5421408035	5137.773444	54.48515075	0
29390	0.4315479945	5148.967915	43.37057344	0
29400	0.4563350335	5146.352265	45.86167086	0
29410	0.5176998995	5139.8034	52.0288399	0
29420	0.5411902209	5137.41238	54.38961721	0
29430	0.5148043065	5140.085815	51.7378328	0
29440	0.4699178819	5144.372768	47.22674714	0
29450	0.4933707281	5141.911002	49.58375818	0
29460	0.5139517023	5139.561936	51.65214608	0
29470	0.4175685563	5149.129958	41.96563991	0
29480	0.5263811347	5138.256249	52.90130403	0
29490	0.5677974974	5134.027322	57.06364849	0
29500	0.6066404777	5130.243746	60.96736801	0
29510	0.5126899085	5139.755077	51.52533581	0
29520	0.5460600406	5136.145752	54.87903408	0
29530	0.5227410313	5138.193162	52.53547364	0
29540	0.4841713146	5141.900434	48.65921711	0
29550	0.5470325751	5135.317031	54.9767738	0
29560	0.4767852373	5142.394196	47.91691635	0
29570	0.449297883	5145.095377	45.15443725	0
29580	0.5072958891	5139.288869	50.98323685	0
29590	0.5686153513	5133.295738	57.1458428	0
29600	0.464508392	5143.852853	46.68309339	0
29610	0.4210707361	5148.323027	42.31760897	0
29620	0.5027421349	5140.475337	50.52558456	0
29630	0.4876574298	5142.132936	49.00957169	0
29640	0.5342159686	5137.543918	53.68870485	0
29650	0.5349880784	5137.289907	53.76630188	0
29660	0.4748324109	5143.32033	47.7206573	0
29670	0.5151974994	5139.248905	51.77734869	0
29680	0.4850260465	5142.393247	48.74511767	0
29690	0.5407749193	5136.802838	54.34787939	0
29700	0.5007976908	5140.798763	50.33016793	0
29710	0.5517596947	5135.547554	55.45184932	0
29720	0.5674697877	5134.027009	57.03071367	0
29730	0.4744486135	5143.380052	47.68208566	0
29740	0.5443921914	5136.175198	54.71141524	0
29750	0.4818120286	5142.356974	48.42210888	0
29760	0.5457420989	5135.920479	54.84708094	0
29770	0.5206657901	5138.544429	52.3269119	0
29780	0.5490172355	5135.676746	55.17623217	0
29790	0.4699734402	5143.472403	47.23233074	0
29800	0.5196153049	5138.465103	52.22133814	0
29810	0.5391961353	5136.647083	54.1892116	0
29820	0.4412718179	5146.646839	44.3478177	0
29830	0.4461165916	5146.045566	44.83471746	0
29840	0.5157710714	5139.122944	51.83499268	0
29850	0.5128762916	5139.47768	51.5440673	0
29860	0.5022323036	5140.464958	50.47434651	0
29870	0.4627149473	5144.581938	46.5028522	0
29880	0.4988402732	5140.935952	50.13344745	0
29890	0.5365820327	5137.053515	53.92649429	0
29900	0.4596182433	5144.867804	46.19163345	0
29910	0.626069718	5128.039511	62.92000666	0
29920	0.5835087757	5132.237405	58.64263196	0
29930	0.4199037273	5148.672029	42.20032459	0
29940	0.4558257715	5144.99355	45.81049004	0
29950	0.5297981282	5137.719161	53.24471188	0
29960	0.4663467561	5144.255618	46.86784899	0
29970	0.4832798353	5142.503049	48.56962345	0
29980	0.5807434957	5132.394207	58.36472132	0
29990	0.4794517856	5142.640868	48.18490445	0
30000	0.51430885	5139.402352	51.68803943	0
30010	0.5042288976	5140.602593	50.67500421	0
30020	0.5813962855	5132.96678	58.43032669	0
30030	0.4874493475	5142.545727	48.98865943	0
30040	0.464351998	5144.631462	46.66737579	0
30050	0.5034794669	5140.54501	50.59968643	0
30060	0.5812793489	5132.764922	58.41857457	0
30070	0.5614695312	5134.820419	56.42768788	0
30080	0.4522125478	5145.861098	45.44736105	0
30090	0.5113369577	5139.734528	51.38936425	0
30100	0.5222644102	5138.335867	52.48757322	0
30110	0.4894032551	5141.535188	49.18502714	0
30120	0.5165342074	5138.85172	51.91168785	0
30130	0.5395888121	5136.578271	54.22867561	0
30140	0.4374525163	5147.067364	43.96397789	0
30150	0.523251596	5138.355476	52.58678539	0
30160	0.5588631515	5134.564772	56.16574673	0
30170	0.514781163	5138.748661	51.73550688	0
30180	0.4970712093	5140.479649	49.95565654	0
30190	0.5414562492	5136.262555	54.41635304	0
30200	0.4773483979	5143.151844	47.97351399	0
30210	0.4398288626	5147.407629	44.20280069	0
30220	0.535327567	5137.804418	53.80042048	0
30230	0.4848904643	5142.790015	48.73149167	0
30240	0.4858474216	5142.416929	48.82766587	0
30250	0.5205657373	5139.173303	52.3168566	0
30260	0.4893277402	5142.448706	49.17743789	0
30270	0.4934034277	5142.103161	49.58704449	0
30280	0.4981577276	5141.708182	50.06485162	0
30290	0.484367275	5143.059731	48.67891114	0
30300	0.5216027645	5139.227828	52.42107783	0
30310	0.5018410325	5141.181747	50.43502377	0
30320	0.4541497729	5146.032561	45.64205218	0
30330	0.4872177698	5142.766198	48.96538587	0
30340	0.5329209223	5138.160993	53.55855269	0
30350	0.5454254111	5136.480655	54.81525381	0
30360	0.5381559762	5136.839678	54.08467561	0
30370	0.5267787734	5137.705733	52.94126673	0
30380	0.3840007835	5151.825956	38.59207875	0
30390	0.5696050259	5133.227981	57.24530511	0
30400	0.5669055048	5133.687493	56.97400324	0
30410	0.4283672113	5147.711014	43.05090473	0
30420	0.4827561649	5142.224353	48.51699458	0
30430	0.5246734274	5137.931387	52.72967945	0
30440	0.4753036231	5142.818498	47.76801412	0
30450	0.5379385957	5136.522906	54.06282887	0
30460	0.5371497242	5136.776515	53.98354728	0
30470	0.5325214687	5137.239477	53.5184076	0
30480	0.4245688706	5148.129261	42.6691715	0
30490	0.6051771822	5129.940763	60.82030681	0
30500	0.5419646998	5136.445912	54.46745233	0
30510	0.4648797957	5144.482901	46.72041947	0
30520	0.5418851165	5136.922206	54.45945421	0
30530	0.522858388	5138.985036	52.547268	0
30540	0.5306871441	5138.198058	53.33405799	0
30550	0.5344077682	5137.811756	53.70798071	0
30560	0.5139515398	5139.688197	51.65212975	0
30570	0.5761807507	5133.222693	57.90616545	0
30580	0.4292697848	5147.889338	43.14161337	0
30590	0.4830966293	5142.527388	48.55121124	0
30600	0.4962978718	5141.433174	49.87793611	0
30610	0.4731569433	5143.834854	47.5522728	0
30620	0.4848462418	5142.626272	48.7270473	0
30630	0.4922184405	5141.897994	49.46795327	0
30640	0.5212523067	5138.901488	52.38585683	0
30650	0.4969074311	5141.39199	49.93919683	0
30660	0.4471863839	5146.279332	44.94223158	0
30670	0.5599695872	5134.970041	56.27694351	0
30680	0.4895019015	5142.033781	49.1949411	0
30690	0.4763121013	5143.265329	47.86936618	0
30700	0.4931569757	5141.632766	49.56227606	0
30710	0.5211368933	5138.720725	52.37425777	0
30720	0.6182814391	5128.867791	62.13728463	0
30730	0.5337543383	5137.484671	53.64231099	0
30740	0.510002376	5139.921476	51.25523879	0
30750	0.5656357415	5134.35027	56.84639202	0
30760	0.5903461358	5131.635456	59.32978664	0
30770	0.5506883995	5135.395349	55.34418415	0
30780	0.4652275705	5143.950231	46.75537084	0
30790	0.4466204672	5145.8728	44.88535695	0
30800	0.4524358087	5145.325546	45.46979878	0
30810	0.5026931732	5140.254187	50.5206639	0
30820	0.5318655861	5137.248366	53.4524914	0
30830	0.4491369311	5145.61419	45.13826158	0
30840	0.5205548731	5138.574024	52.31576475	0
30850	0.4609003382	5145.011117	46.32048399	0
30860	0.4351729543	5147.445215	43.73488191	0
30870	0.5346505746	5137.214973	53.73238275	0
30880	0.5223272595	5138.483894	52.49388958	0
30890	0.510128315	5139.703937	51.26789565	0
30900	0.5240232564	5138.40832	52.66433727	0
30910	0.5230045422	5138.470697	52.56195649	0
30920	0.4876767049	5141.994795	49.01150884	0
30930	0.455897808	5145.164085	45.8177297	0
30940	0.5348303754	5137.276186	53.75045273	0
30950	0.5947215504	5131.341452	59.76951581	0
30960	0.5504544277	5135.830248	55.32066998	0
30970	0.5257645285	5138.29914	52.83933511	0
30980	0.5169633256	5139.144129	51.95481422	0
30990	0.4325646449	5147.573277	43.47274682	0
31000	0.4736829422	5143.2485	47.6051357	0
31010	0.4806883813	5142.376494	48.30918232	0
31020	0.4996964668	5140.346513	50.21949491	0
31030	0.4715938573	5143.469928	47.39518266	0
31040	0.5960037295	5131.27638	59.89837481	0
31050	0.5487338809	5136.237127	55.14775504	0
31060	0.4678329591	5144.339835	47.01721239	0
31070	0.5041259926	5140.642106	50.66466225	0
31080	0.5485358681	5136.193753	55.12785474	0
31090	0.4999855147	5141.112044	50.24854422	0
31100	0.499449014	5141.069929	50.19462591	0
31110	0.4945346486	5141.423713	49.70073218	0
31120	0.536210255	5137.124314	53.88913062	0
31130	0.4910487413	5141.61137	49.3503985	0
31140	0.5176215768	5139.004699	52.02096847	0
31150	0.5047601572	5140.359149	50.72839579	0
31160	0.4995387976	5140.969622	50.20364916	0
31170	0.5397272355	5137.008242	54.24258717	0
31180	0.5293680136	5137.934032	53.20148537	0
31190	0.4876788483	5141.907154	49.01172426	0
31200	0.5239044972	5138.016929	52.65240197	0
31210	0.4756058616	5142.729276	47.79838909	0
31220	0.4833849018	5141.796333	48.58018263	0
31230	0.5041874218	5139.867053	50.67083589	0
31240	0.5506741779	5135.360119	55.34275487	0
31250	0.4989775518	5140.659572	50.14724396	0
31260	0.4975204119	5140.850554	50.00080139	0
31270	0.4748899339	5143.180156	47.72643835	0
31280	0.5224377602	5138.637451	52.5049949	0
31290	0.5325210045	5137.888185	53.51836095	0
31300	0.5693353948	5134.2591	57.21820717	0
31310	0.5351181995	5137.544164	53.77937905	0
31320	0.5252264926	5138.55299	52.78526251	0
31330	0.4731673522	5143.8031	47.55331889	0
31340	0.4702960467	5144.237505	47.2647527	0
31350	0.5245949192	5138.960242	52.72178938	0
31360	0.5365272583	5137.912277	53.92098946	0
31370	0.5011161464	5141.593381	50.36217271	0
31380	0.4604317913	5145.493193	46.27339502	0
31390	0.4866089751	5142.545262	48.904202	0
31400	0.4738439775	5143.520318	47.62131974	0
31410	0.5136146126	5139.495472	51.61826856	0
31420	0.5349400488	5137.369011	53.7614749	0
31430	0.5335270799	5137.428911	53.61947153	0
31440	0.49729056	5140.915923	49.97770128	0
31450	0.4711045919	5143.441304	47.34601148	0
31460	0.5221269955	5138.273122	52.47376304	0
31470	0.516665183	5138.857768	51.9248509	0
31480	0.4908972773	5141.556194	49.33517637	0
31490	0.4850632212	5142.171238	48.74885374	0
31500	0.5551839872	5135.190443	55.79599071	0
31510	0.4903854746	5141.5943	49.2837402	0
31520	0.5117157185	5139.22331	51.42742971	0
31530	0.5546501588	5134.611936	55.74234096	0
31540	0.5318439813	5136.632057	53.45032013	0
31550	0.4274364653	5147.356446	42.95736476	0
31560	0.4495062108	5145.359202	45.17537418	0
31570	0.4637694092	5144.070763	46.60882563	0
31580	0.4973855939	5140.830938	49.98725219	0
31590	0.506151445	5140.115709	50.86822022	0
31600	0.4996195257	5140.874639	50.21176233	0
31610	0.5879210698	5132.10788	59.08606751	0
31620	0.5386243696	5137.135896	54.13174915	0
31630	0.5358626388	5137.156868	53.8541952	0
31640	0.4805891094	5142.662507	48.29920549	0
31650	0.5203341001	5138.537067	52.29357706	0
31660	0.5185945882	5138.771579	52.11875611	0
31670	0.4556726304	5145.180197	45.79509935	0
31680	0.5161669857	5139.223663	51.87478207	0
31690	0.5977531593	5131.145953	60.07419251	0
31700	0.5145949115	5139.646631	51.71678861	0
31710	0.5107577412	5140.097063	51.33115299	0
31720	0.5432899738	5136.849957	54.60064237	0
31730	0.5970230307	5131.388143	60.00081459	0
31740	0.4574812279	5145.393314	45.97686341	0
31750	0.4938620544	5141.610644	49.63313647	0
31760	0.5269488132	5138.403591	52.95835573	0
31770	0.5371424365	5137.311698	53.98281487	0
31780	0.4772847348	5143.305627	47.96711585	0
31790	0.4865761514	5142.427387	48.90090321	0
31800	0.4311112723	5148.157468	43.32668287	0
31810	0.4410585989	5147.19122	44.32638919	0
31820	0.4720480262	5143.969488	47.44082663	0
31830	0.5492286091	5135.993132	55.19747522	0
31840	0.4931199572	5141.494833	49.5585557	0
31850	0.4817361781	5142.579908	48.4144859	0
31860	0.5332604666	5137.294889	53.59267689	0
31870	0.5786853625	5132.847055	58.15787893	0
31880	0.5750494677	5133.192936	57.79247151	0
31890	0.4898214388	5141.711921	49.2270546	0
31900	0.5308372252	5137.561022	53.34914114	0
31910	0.5617745645	5134.550526	56.45834373	0
31920	0.5598750059	5134.670692	56.26743809	0
31930	0.5398043534	5136.757417	54.25033751	0
31940	0.5751307706	5133.354437	57.80064244	0
31950	0.481998125	5142.716355	48.44081157	0
31960	0.4687106646	5143.794551	47.10542179	0
31970	0.4865883984	5141.787859	48.90213403	0
31980	0.5051411465	5140.00782	50.76668523	0
31990	0.479313288	5142.617717	48.17098544	0
32000	0.4771898185	5142.753126	47.95757676	0
32010	0.5002784035	5140.226656	50.27797956	0
32020	0.4811954818	5141.951261	48.36014592	0
32030	0.4789369876	5142.219541	48.13316725	0
32040	0.4781668847	5142.149378	48.05577191	0
32050	0.4595210546	5144.145479	46.18186599	0
32060	0.4853395579	5141.369466	48.77662557	0
32070	0.5219714002	5137.734216	52.45812572	0
32080	0.5940149752	5130.82873	59.69850501	0
32090	0.5307691261	5137.357862	53.34229718	0
32100	0.4809029695	5142.482839	48.33074843	0
32110	0.4721135165	5143.419999	47.44740841	0
32120	0.5327860872	5137.547528	53.54500176	0
32130	0.588481004	5132.052136	59.14234091	0
32140	0.55499185	5135.337204	55.77668093	0
32150	0.458754674	5144.990263	46.10484474	0
32160	0.4836713379	5142.431713	48.60896946	0
32170	0.4833416193	5142.632844	48.57583274	0
32180	0.5562547599	5135.524225	55.90360337	0
32190	0.5179800599	5139.562437	52.05699602	0
32200	0.4786456673	5143.585623	48.10388957	0
32210	0.4730594675	5144.050093	47.54247648	0
32220	0.4443903059	5146.755417	44.66122575	0
32230	0.5304327733	5138.054714	53.30849371	0
32240	0.5516477069	5135.878998	55.44059455	0
32250	0.5306871598	5138.035528	53.33405956	0
32260	0.5614861557	5134.916974	56.42935865	0
32270	0.4850132048	5142.587667	48.74382708	0
32280	0.4918239591	5141.989443	49.42830789	0
32290	0.5071500664	5140.530174	50.96858167	0
32300	0.5341320031	5137.834826	53.68026632	0
32310	0.4937736938	5141.76004	49.62425623	0
32320	0.4517376274	5145.740861	45.39963156	0
32330	0.4978083066	5140.959834	50.02973481	0
32340	0.5905688757	5131.633259	59.35217201	0
32350	0.5362664478	5136.972745	53.894778	0
32360	0.4950893133	5141.084619	49.75647599	0
32370	0.4643041814	5144.332168	46.66257023	0
32380	0.4859950363	5142.089274	48.84250115	0
32390	0.4668401364	5144.05528	46.91743371	0
32400	0.5292940832	5137.81531	53.19405536	0
32410	0.612347882	5129.694078	61.54096214	0
32420	0.5002205432	5141.267063	50.27216459	0
32430	0.4980606936	5141.557596	50.05509971	0
32440	0.5005492208	5141.198169	50.30519669	0
32450	0.5145032874	5139.714691	51.70758038	0
32460	0.5002548412	5141.089454	50.27561155	0
32470	0.4788280996	5143.094847	48.12222401	0
32480	0.481507096	5142.748134	48.39146315	0
32490	0.5288569013	5137.976526	53.15011858	0
32500	0.4979622646	5141.043616	50.04520759	0
32510	0.5160974808	5139.1889	51.86779682	0
32520	0.5552276546	5135.205564	55.80037928	0
32530	0.5061213046	5140.007984	50.86519111	0
32540	0.4914821172	5141.420759	49.39395278	0
32550	0.4884425738	5141.622694	49.08847867	0
32560	0.5287947634	5137.476003	53.14387372	0
32570	0.5278768835	5137.573757	53.05162679	0
32580	0.4583562916	5144.599932	46.06480731	0
32590	0.4929907146	5141.236009	49.54556682	0
32600	0.5898254582	5131.617501	59.27745855	0
32610	0.5657402881	5134.070119	56.85689896	0
32620	0.4267176147	5148.026275	42.88512027	0
32630	0.5208560227	5138.650364	52.34603028	0
32640	0.5101751802	5139.801288	51.27260561	0
32650	0.4991562534	5140.988342	50.16520347	0
32660	0.5202253832	5138.943407	52.28265101	0
32670	0.501787531	5140.813084	50.42964687	0
32680	0.515005803	5139.438423	51.7580832	0
32690	0.5113239382	5139.622516	51.38805579	0
32700	0.4989844879	5141.021547	50.14794103	0
32710	0.4682972267	5144.110346	47.06387128	0
32720	0.4583812044	5145.053287	46.06731104	0
32730	0.5015335357	5140.861744	50.40412034	0
32740	0.4874768403	5142.393146	48.99142245	0
32750	0.4678936939	5144.381977	47.02331624	0
32760	0.51865814	5139.150147	52.12514307	0
32770	0.5847474944	5132.388849	58.76712318	0
32780	0.5211942691	5138.767566	52.38002404	0
32790	0.4886847262	5141.868882	49.11281498	0
32800	0.488150312	5141.951964	49.05910636	0
32810	0.5506694767	5135.696156	55.34228241	0
32820	0.5306225698	5137.457455	53.32756826	0
32830	0.5235646673	5138.082076	52.61824906	0
32840	0.5809443802	5132.347387	58.38491021	0
32850	0.5236253033	5138.205123	52.62434298	0
32860	0.4753567207	5143.03227	47.77335043	0
32870	0.5012775924	5140.390465	50.37839804	0
32880	0.529652572	5137.563245	53.23008349	0
32890	0.4902768092	5141.542134	49.27281932	0
32900	0.4704682968	5143.562342	47.28206382	0
32910	0.505221892	5140.120855	50.77480014	0
32920	0.5261224382	5138.096119	52.87530504	0
32930	0.5432910968	5136.264056	54.60075523	0
32940	0.4524612592	5145.583594	45.47235654	0
32950	0.4876478314	5142.081581	49.00860706	0
32960	0.527646066	5138.080637	53.02842963	0
32970	0.4594526007	5145.252498	46.17498637	0
32980	0.5253988353	5138.774008	52.80258295	0
32990	0.5368076207	5137.69895	53.94916588	0
33000	0.5399398647	5137.330276	54.2639564	0
33010	0.4779054181	5143.55967	48.02949452	0
33020	0.5055426738	5140.887633	50.80703872	0
33030	0.5002151845	5141.508664	50.27162605	0
33040	0.4607982419	5145.392216	46.31022331	0
33050	0.4936663915	5141.810846	49.61347235	0
33060	0.5827941743	5132.462981	58.57081451	0
33070	0.5905105133	5131.712932	59.34630658	0
33080	0.5076461294	5139.826083	51.01843601	0
33090	0.493029596	5141.204475	49.5494744	0
33100	0.4961187806	5140.763698	49.85993745	0
33110	0.5182311987	5138.554702	52.08223547	0
33120	0.5638639522	5134.063874	56.66832719	0
33130	0.4960598643	5141.156127	49.85401637	0
33140	0.5365367725	5137.068411	53.92194564	0
33150	0.4850252939	5142.13309	48.74504204	0
33160	0.4699034215	5143.632919	47.22529386	0
33170	0.4978282451	5140.726361	50.03173863	0
33180	0.4896288795	5141.484771	49.20770239	0
33190	0.4468892837	5145.75611	44.91237301	0
33200	0.4722772568	5143.116178	47.46386431	0
33210	0.5181304391	5138.534844	52.07210913	0
33220	0.5333225532	5137.124721	53.59891659	0
33230	0.5286246131	5137.682557	53.12677362	0
33240	0.5187454104	5138.773692	52.13391375	0
33250	0.5372552874	5137.091588	53.99415639	0
33260	0.5149346041	5139.529348	51.75092771	0
33270	0.4770371569	5143.553713	47.94223427	0
33280	0.4733545947	5143.821844	47.57213677	0
33290	0.5237983845	5138.491201	52.64173764	0
33300	0.5739950507	5133.47001	57.6865026	0
33310	0.4914020728	5141.904337	49.38590832	0
33320	0.499990551	5141.319409	50.24905037	0
33330	0.5146959983	5139.960526	51.72694783	0
33340	0.4676776474	5144.636084	47.00160356	0
33350	0.4624266724	5144.831719	46.47388058	0
33360	0.5399418266	5136.874233	54.26415358	0
33370	0.5245728705	5138.481454	52.71957349	0
33380	0.4917331497	5141.827244	49.41918154	0
33390	0.5474069495	5136.179153	55.01439842	0
33400	0.5183294213	5138.969027	52.09210684	0
33410	0.4966477226	5140.970096	49.91309612	0
33420	0.4593938712	5144.601783	46.16908406	0
33430	0.4705863986	5143.47318	47.29393306	0
33440	0.5763644245	5132.820206	57.92462466	0
33450	0.5288062845	5137.631693	53.14503159	0
33460	0.4757636953	5142.995339	47.81425137	0
33470	0.4825930993	5142.263249	48.50060648	0
33480	0.5193499403	5138.507564	52.194669	0
33490	0.5179940078	5138.672721	52.05839779	0
33500	0.5139501061	5139.188955	51.65198566	0
33510	0.5225766355	5138.385072	52.51895187	0
33520	0.4902694622	5141.63677	49.27208095	0
33530	0.5606515039	5134.614964	56.34547614	0
33540	0.5346565716	5137.196702	53.73298544	0
33550	0.5312523464	5137.578539	53.39086082	0
33560	0.4661856283	5144.472107	46.85165564	0
33570	0.5234369657	5138.816478	52.60541505	0
33580	0.5618564991	5134.979725	56.46657816	0
33590	0.4501663879	5146.155274	45.24172199	0
33600	0.4610479176	5144.941851	46.33531572	0
33610	0.5036569497	5140.703978	50.61752344	0
33620	0.4896329897	5142.222327	49.20811547	0
33630	0.5177572417	5139.703248	52.03460279	0
33640	0.4713481073	5144.606842	47.37048478	0
33650	0.4962312458	5141.983562	49.87124021	0
33660	0.5754188559	5133.812523	57.82959502	0
33670	0.4832141737	5142.913932	48.56302446	0
33680	0.4438980669	5146.869217	44.61175572	0
33690	0.5256574844	5138.503042	52.82857718	0
33700	0.5105402264	5139.851487	51.30929275	0
33710	0.552511427	5135.475388	55.52739841	0
33720	0.5145483154	5139.277134	51.7121057	0
33730	0.4586255516	5144.778066	46.09186793	0
33740	0.5209999442	5138.498846	52.36049439	0
33750	0.5500609261	5135.531482	55.28112307	0
33760	0.4886729226	5141.642541	49.11162872	0
33770	0.4597016835	5144.576024	46.20001919	0
33780	0.5371805467	5136.622363	53.98664494	0
33790	0.5430829756	5136.004979	54.57983905	0
33800	0.4974342142	5140.711853	49.99213853	0
33810	0.5100359186	5139.581018	51.25860982	0
33820	0.5660493285	5134.040273	56.88795751	0
33830	0.5452623503	5136.188893	54.79886621	0
33840	0.4840828067	5142.178	48.65032208	0
33850	0.4587881631	5144.728346	46.10821039	0
33860	0.5488312449	5135.75903	55.15754012	0
33870	0.5127512298	5139.615624	51.5314986	0
33880	0.4816993796	5142.911427	48.41078765	0
33890	0.5292736944	5138.107628	53.19200629	0
33900	0.5270462512	5138.243713	52.96814824	0
33910	0.4974830038	5141.020491	49.99704188	0
33920	0.4437163588	5146.335156	44.59349405	0
33930	0.4654242259	5144.130331	46.7751347	0
33940	0.5206855685	5138.541664	52.32889964	0
33950	0.5831489128	5132.323058	58.60646574	0
33960	0.5067423029	5139.941619	50.92760144	0
33970	0.4844285503	5142.044297	48.6850693	0
33980	0.4900893801	5141.368338	49.2539827	0
33990	0.5095371585	5139.300381	51.20848443	0
34000	0.4511109404	5145.06888	45.33664951	0
34010	0.4885234799	5141.431767	49.09660973	0
34020	0.5770353566	5132.599492	57.99205333	0
34030	0.5243919478	5137.809029	52.70139075	0
34040	0.4924365918	5140.968165	49.48987748	0
34050	0.4987718339	5140.416873	50.12656931	0
34060	0.5358504782	5136.779287	53.85297306	0
34070	0.4952537304	5141.119708	49.77299991	0
34080	0.5226797862	5138.55237	52.52931851	0
34090	0.49330719	5141.574378	49.57737259	0
34100	0.521296579	5138.969199	52.39030619	0
34110	0.5194838325	5139.202667	52.20812517	0
34120	0.491793694	5142.057113	49.42526625	0
34130	0.5441914032	5136.698691	54.69123602	0
34140	0.5891461247	5132.04333	59.20918553	0
34150	0.4067901676	5150.185848	40.88241184	0
34160	0.4281419914	5148.070266	43.02827014	0
